Osprey	Pandion haliaetus	https://ebird.org/species/osprey/	0.0548
Flesh-footed Shearwater	Ardenna carneipes	https://ebird.org/species/flfshe/	0.0539
Regent Honeyeater	Anthochaera phrygia	https://ebird.org/species/reghon1/	0.0529
Red-backed Kingfisher	Todiramphus pyrrhopygius	https://ebird.org/species/rebkin2/	0.0514
Buller's Albatross	Thalassarche bulleri	https://ebird.org/species/bulalb2/	0.0507
Pied Honeyeater	Certhionyx variegatus	https://ebird.org/species/piehon1/	0.0505
Grey-faced Petrel	Pterodroma gouldi	https://ebird.org/species/grwpet2/	0.0501
Australian Painted-snipe	Rostratula australis	https://ebird.org/species/auspas1/	0.0495
Australian Little Bittern	Ixobrychus dubius	https://ebird.org/species/bkbbit1/	0.049
Hutton's Shearwater	Puffinus huttoni	https://ebird.org/species/hutshe1/	0.0484
Glossy Black-Cockatoo	Calyptorhynchus lathami	https://ebird.org/species/glbcoc1/	0.0474
Ruff	Calidris pugnax	https://ebird.org/species/ruff/	0.0463
Red-lored Whistler	Pachycephala rufogularis	https://ebird.org/species/relwhi1/	0.0444
Brown Skua	Stercorarius antarcticus	https://ebird.org/species/brnsku3/	0.0376
Barking Owl	Ninox connivens	https://ebird.org/species/barowl1/	0.0372
Bush Stone-curlew	Burhinus grallarius	https://ebird.org/species/butkne1/	0.0365
Tawny Grassbird	Cincloramphus timoriensis	https://ebird.org/species/tawgra3/	0.0365
Cape Petrel	Daption capense	https://ebird.org/species/cappet/	0.0351
Double-barred Finch	Stizoptera bichenovii	https://ebird.org/species/dobfin1/	0.0351
Little Crow	Corvus bennetti	https://ebird.org/species/litcro1/	0.034
Diamond Dove	Geopelia cuneata	https://ebird.org/species/diadov1/	0.0338
Channel-billed Cuckoo	Scythrops novaehollandiae	https://ebird.org/species/chbcuc2/	0.0333
Wedge-tailed Shearwater	Ardenna pacifica	https://ebird.org/species/wetshe/	0.0325
Common Diving-Petrel	Pelecanoides urinatrix	https://ebird.org/species/codpet1/	0.0306
Red-tailed Black-Cockatoo	Calyptorhynchus banksii	https://ebird.org/species/rtbcoc1/	0.0291
Plains-wanderer	Pedionomus torquatus	https://ebird.org/species/plawan1/	0.0285
Southern Giant-Petrel	Macronectes giganteus	https://ebird.org/species/angpet1/	0.028
Redthroat	Pyrrholaemus brunneus	https://ebird.org/species/redthr1/	0.0261
Helmeted Guineafowl	Numida meleagris	https://ebird.org/species/helgui/	0.0259
Cape Gannet	Morus capensis	https://ebird.org/species/capgan1/	0.0257
Tufted Duck	Aythya fuligula	https://ebird.org/species/tufduc/	0.0255
Ground Parrot	Pezoporus wallicus	https://ebird.org/species/gropar1/	0.0253
Buff-breasted Sandpiper	Calidris subruficollis	https://ebird.org/species/bubsan/	0.024
Black Tern	Chlidonias niger	https://ebird.org/species/blkter/	0.0236
Northern Shoveler	Spatula clypeata	https://ebird.org/species/norsho/	0.0221
Australian Masked-Owl	Tyto novaehollandiae	https://ebird.org/species/aumowl1/	0.0197
Eastern Bristlebird	Dasyornis brachypterus	https://ebird.org/species/easbri1/	0.0185
Spangled Drongo	Dicrurus bracteatus	https://ebird.org/species/spadro1/	0.0185
South Island Pied Oystercatcher	Haematopus finschi	https://ebird.org/species/soioys1/	0.0178
Little Stint	Calidris minuta	https://ebird.org/species/litsti/	0.0166
Pomarine Jaeger	Stercorarius pomarinus	https://ebird.org/species/pomjae/	0.0159
Hudsonian Godwit	Limosa haemastica	https://ebird.org/species/hudgod/	0.0155
Oriental Pratincole	Glareola maldivarum	https://ebird.org/species/oripra/	0.0155
Tasmanian Boobook	Ninox leucopsis	https://ebird.org/species/souboo3/	0.0155
Eastern Yellow Wagtail	Motacilla tschutschensis	https://ebird.org/species/eaywag/	0.0147
Beach Stone-curlew	Esacus magnirostris	https://ebird.org/species/beathk1/	0.0146
Australian Pratincole	Stiltia isabella	https://ebird.org/species/auspra1/	0.0146
White-headed Petrel	Pterodroma lessonii	https://ebird.org/species/whhpet1/	0.014
Striated Heron	Butorides striata	https://ebird.org/species/strher/	0.014
Little Curlew	Numenius minutus	https://ebird.org/species/litcur/	0.0132
Australian Bustard	Ardeotis australis	https://ebird.org/species/ausbus1/	0.013
Slender-billed Prion	Pachyptila belcheri	https://ebird.org/species/slbpri1/	0.013
Antarctic Prion	Pachyptila desolata	https://ebird.org/species/dovpri1/	0.0128
Ground Cuckooshrike	Coracina maxima	https://ebird.org/species/grocus1/	0.0127
Arctic Tern	Sterna paradisaea	https://ebird.org/species/arcter/	0.0123
Mallard	Anas platyrhynchos	https://ebird.org/species/mallar3/	0.0121
Salvin's Albatross	Thalassarche salvini	https://ebird.org/species/salalb1/	0.0121
Rose-ringed Parakeet	Psittacula krameri	https://ebird.org/species/rorpar/	0.0119
Wandering Whistling-Duck	Dendrocygna arcuata	https://ebird.org/species/wawduc1/	0.0113
Greater Sand-Plover	Anarhynchus leschenaultii	https://ebird.org/species/grsplo/	0.0104
Long-billed Dowitcher	Limnodromus scolopaceus	https://ebird.org/species/lobdow/	0.0096
Stilt Sandpiper	Calidris himantopus	https://ebird.org/species/stisan/	0.0094
Sooty Albatross	Phoebetria fusca	https://ebird.org/species/sooalb1/	0.0093
Long-tailed Jaeger	Stercorarius longicaudus	https://ebird.org/species/lotjae/	0.0085
Red-chested Buttonquail	Turnix pyrrhothorax	https://ebird.org/species/recbut1/	0.0077
Soft-plumaged Petrel	Pterodroma mollis	https://ebird.org/species/soppet1/	0.0077
African Collared-Dove	Streptopelia roseogrisea	https://ebird.org/species/afcdov1/	0.0066
Black-eared Miner	Manorina melanotis	https://ebird.org/species/blemin1/	0.0062
Southern Fulmar	Fulmarus glacialoides	https://ebird.org/species/souful1/	0.0057
Grey-headed Albatross	Thalassarche chrysostoma	https://ebird.org/species/gyhalb/	0.0053
Blue Petrel	Halobaena caerulea	https://ebird.org/species/blupet1/	0.0053
Letter-winged Kite	Elanus scriptus	https://ebird.org/species/lewkit1/	0.0051
Inland Dotterel	Peltohyas australis	https://ebird.org/species/inldot2/	0.0047
Buller's Shearwater	Ardenna bulleri	https://ebird.org/species/bulshe/	0.0045
South Polar Skua	Stercorarius maccormicki	https://ebird.org/species/sopsku1/	0.0042
Elegant Parrot	Neophema elegans	https://ebird.org/species/elepar1/	0.0042
Brown Cuckoo-Dove	Macropygia phasianella	https://ebird.org/species/brcdov1/	0.0038
Antarctic Tern	Sterna vittata	https://ebird.org/species/antter1/	0.0034
Light-mantled Sooty Albatross	Phoebetria palpebrata	https://ebird.org/species/limalb1/	0.0034
Salvin's Prion	Pachyptila salvini	https://ebird.org/species/salpri2/	0.0034
Great Shearwater	Ardenna gravis	https://ebird.org/species/greshe/	0.0034
White-cheeked Honeyeater	Phylidonyris niger	https://ebird.org/species/whchon2/	0.003
Bar-shouldered Dove	Geopelia humeralis	https://ebird.org/species/basdov1/	0.0028
Indian Peafowl	Pavo cristatus	https://ebird.org/species/compea/	0.0028
Cook's Petrel	Pterodroma cookii	https://ebird.org/species/coopet/	0.0026
Gould's Petrel	Pterodroma leucoptera	https://ebird.org/species/goupet1/	0.0026
Ring-necked Pheasant	Phasianus colchicus	https://ebird.org/species/rinphe1/	0.0026
Red Junglefowl	Gallus gallus	https://ebird.org/species/redjun/	0.0026
Mandarin Duck	Aix galericulata	https://ebird.org/species/manduc/	0.0025
Spectacled Monarch	Symposiachrus trivirgatus	https://ebird.org/species/spemon1/	0.0023
Franklin's Gull	Leucophaeus pipixcan	https://ebird.org/species/fragul/	0.0019
Providence Petrel	Pterodroma solandri	https://ebird.org/species/solpet1/	0.0019
Swan Goose	Anser cygnoides	https://ebird.org/species/swagoo1/	0.0017
