<img src="ebird2anki-grecor-304391811.jpg">;;Great Cormorant;Phalacrocorax carbo;[sound:ebird2anki-grecor-523782.mp3]
<img src="ebird2anki-dusmoo1-122302341.jpg">;;Dusky Moorhen;Gallinula tenebrosa;[sound:ebird2anki-dusmoo1-538467.mp3]
[sound:ebird2anki-golwhi1-539091.mp3];🎵;Golden Whistler;Pachycephala pectoralis;<img src="ebird2anki-golwhi1-125786871.jpg">
<img src="ebird2anki-laukoo1-121681151.jpg">;;Laughing Kookaburra;Dacelo novaeguineae;[sound:ebird2anki-laukoo1-537958.mp3]
[sound:ebird2anki-easspi1-538048.mp3];🎵;Eastern Spinebill;Acanthorhynchus tenuirostris;<img src="ebird2anki-easspi1-123615411.jpg">
[sound:ebird2anki-houspa-550463.mp3];🎵;House Sparrow;Passer domesticus;<img src="ebird2anki-houspa-63742401.jpg">
<img src="ebird2anki-hohgre1-122161241.jpg">;;Hoary-headed Grebe;Poliocephalus poliocephalus;[sound:ebird2anki-hohgre1-538376.mp3]
<img src="ebird2anki-eurgol-256706821.jpg">;;European Goldfinch;Carduelis carduelis;[sound:ebird2anki-eurgol-527859.mp3]
<img src="ebird2anki-easspi1-123615441.jpg">;;Eastern Spinebill;Acanthorhynchus tenuirostris;[sound:ebird2anki-easspi1-538047.mp3]
<img src="ebird2anki-houspa-305877171.jpg">;;House Sparrow;Passer domesticus;[sound:ebird2anki-houspa-550465.mp3]
<img src="ebird2anki-gretea1-116456421.jpg">;;Grey Teal;Anas gracilis;[sound:ebird2anki-gretea1-537766.mp3]
[sound:ebird2anki-aurwar1-539280.mp3];🎵;Australian Reed Warbler;Acrocephalus australis;<img src="ebird2anki-aurwar1-125925821.jpg">
<img src="ebird2anki-ausgre1-116459221.jpg">;;Australasian Grebe;Tachybaptus novaehollandiae;[sound:ebird2anki-ausgre1-537789.mp3]
[sound:ebird2anki-houspa-550470.mp3];🎵;House Sparrow;Passer domesticus;<img src="ebird2anki-houspa-63742391.jpg">
<img src="ebird2anki-golwhi1-125786891.jpg">;;Golden Whistler;Pachycephala pectoralis;[sound:ebird2anki-golwhi1-539091.mp3]
<img src="ebird2anki-houspa-305880301.jpg">;;House Sparrow;Passer domesticus;[sound:ebird2anki-houspa-550462.mp3]
<img src="ebird2anki-hohgre1-122161221.jpg">;;Hoary-headed Grebe;Poliocephalus poliocephalus;[sound:ebird2anki-hohgre1-538376.mp3]
<img src="ebird2anki-ausgre1-116459181.jpg">;;Australasian Grebe;Tachybaptus novaehollandiae;[sound:ebird2anki-ausgre1-537787.mp3]
<img src="ebird2anki-golwhi1-125786881.jpg">;;Golden Whistler;Pachycephala pectoralis;[sound:ebird2anki-golwhi1-539089.mp3]
<img src="ebird2anki-dusmoo1-122302351.jpg">;;Dusky Moorhen;Gallinula tenebrosa;[sound:ebird2anki-dusmoo1-538468.mp3]
<img src="ebird2anki-gretea1-116456391.jpg">;;Grey Teal;Anas gracilis;[sound:ebird2anki-gretea1-537765.mp3]
[sound:ebird2anki-ausgre1-537788.mp3];🎵;Australasian Grebe;Tachybaptus novaehollandiae;<img src="ebird2anki-ausgre1-116459201.jpg">
<img src="ebird2anki-auskes1-121685961.jpg">;;Nankeen Kestrel;Falco cenchroides;[sound:ebird2anki-auskes1-538569.mp3]
[sound:ebird2anki-golwhi1-539093.mp3];🎵;Golden Whistler;Pachycephala pectoralis;<img src="ebird2anki-golwhi1-125786881.jpg">
<img src="ebird2anki-houspa-63742411.jpg">;;House Sparrow;Passer domesticus;[sound:ebird2anki-houspa-550463.mp3]
[sound:ebird2anki-ausgre1-537789.mp3];🎵;Australasian Grebe;Tachybaptus novaehollandiae;<img src="ebird2anki-ausgre1-116459181.jpg">
[sound:ebird2anki-greegr-549020.mp3];🎵;Great Egret;Ardea alba;<img src="ebird2anki-greegr-304480601.jpg">
[sound:ebird2anki-houspa-550464.mp3];🎵;House Sparrow;Passer domesticus;<img src="ebird2anki-houspa-305877171.jpg">
[sound:ebird2anki-eurgol-553003.mp3];🎵;European Goldfinch;Carduelis carduelis;<img src="ebird2anki-eurgol-256706761.jpg">
<img src="ebird2anki-grecor-304391851.jpg">;;Great Cormorant;Phalacrocorax carbo;[sound:ebird2anki-grecor-43189141.mp3]
[sound:ebird2anki-aukpar1-538620.mp3];🎵;Australian King-Parrot;Alisterus scapularis;<img src="ebird2anki-aukpar1-122710061.jpg">
[sound:ebird2anki-eurgol-544241.mp3];🎵;European Goldfinch;Carduelis carduelis;<img src="ebird2anki-eurgol-256706691.jpg">
[sound:ebird2anki-gretea1-537765.mp3];🎵;Grey Teal;Anas gracilis;<img src="ebird2anki-gretea1-116456421.jpg">
<img src="ebird2anki-grecor-304391841.jpg">;;Great Cormorant;Phalacrocorax carbo;[sound:ebird2anki-grecor-43189141.mp3]
<img src="ebird2anki-gryfan1-125802151.jpg">;;Grey Fantail;Rhipidura albiscapa;[sound:ebird2anki-gryfan1-539149.mp3]
[sound:ebird2anki-greegr-538527.mp3];🎵;Great Egret;Ardea alba;<img src="ebird2anki-greegr-70610231.jpg">
[sound:ebird2anki-eurgol-544240.mp3];🎵;European Goldfinch;Carduelis carduelis;<img src="ebird2anki-eurgol-256706821.jpg">
<img src="ebird2anki-golwhi1-125786951.jpg">;;Golden Whistler;Pachycephala pectoralis;[sound:ebird2anki-golwhi1-539089.mp3]
