tags:bird-audio
[sound:noisy_miner_71.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418621.jpg">
[sound:noisy_miner_72.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418631.jpg">
[sound:noisy_miner_73.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418641.jpg">
[sound:noisy_miner_74.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418651.jpg">
[sound:noisy_miner_75.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418601.jpg">
[sound:noisy_miner_76.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418611.jpg">
[sound:noisy_miner_77.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418621.jpg">
[sound:noisy_miner_78.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418631.jpg">
[sound:noisy_miner_79.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418641.jpg">
[sound:noisy_miner_8.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418651.jpg">
[sound:noisy_miner_80.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418601.jpg">
[sound:noisy_miner_81.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418611.jpg">
[sound:noisy_miner_82.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418621.jpg">
[sound:noisy_miner_83.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418631.jpg">
[sound:noisy_miner_84.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418641.jpg">
[sound:noisy_miner_85.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418651.jpg">
[sound:noisy_miner_86.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418601.jpg">
[sound:noisy_miner_87.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418611.jpg">
[sound:noisy_miner_88.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418621.jpg">
[sound:noisy_miner_89.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418631.jpg">
[sound:noisy_miner_9.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418641.jpg">
[sound:noisy_miner_90.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418651.jpg">
[sound:noisy_miner_91.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418601.jpg">
[sound:noisy_miner_92.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418611.jpg">
[sound:noisy_miner_93.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418621.jpg">
[sound:noisy_miner_94.mp3];Noisy Miner;Manorina melanocephala;<img src="ebird2anki-noimin1-124418631.jpg">
